
1	1200	23-Mar-2007 13:35:50	4	1.367	2	1	
1	1200	23-Mar-2007 13:35:55	8	0.509	2	1	
1	1200	23-Mar-2007 13:36:01	6	2.057	2	1	
1	1200	23-Mar-2007 13:36:06	6	0.853	1	0	
1	1200	23-Mar-2007 13:36:12	4	3.226	1	0	
1	1200	23-Mar-2007 13:36:18	8	0.830	1	0	
1	1200	23-Mar-2007 13:36:23	4	1.839	2	1	
1	1200	23-Mar-2007 13:36:28	6	1.077	2	0	
1	1200	23-Mar-2007 13:36:33	8	0.788	2	1	
1	1200	23-Mar-2007 13:36:39	4	3.147	2	1	
1	1200	23-Mar-2007 13:36:43	4	0.719	2	1	
1	1200	23-Mar-2007 13:36:50	6	2.970	1	1	
1	1200	23-Mar-2007 13:36:55	6	0.862	1	0	
1	1200	23-Mar-2007 13:37:02	6	3.108	2	0	
1	1200	23-Mar-2007 13:37:07	8	0.973	1	1	
1	1200	23-Mar-2007 13:37:14	4	3.834	2	1	
1	1200	23-Mar-2007 13:37:20	8	0.807	1	1	
1	1200	23-Mar-2007 13:37:24	4	1.364	1	0	
1	1200	23-Mar-2007 13:37:29	8	0.136	2	1	
1	1200	23-Mar-2007 13:37:36	6	2.954	2	1	
1	1200	23-Mar-2007 13:37:40	8	0.536	2	1	
1	1200	23-Mar-2007 13:37:46	8	0.895	1	1	
1	1200	23-Mar-2007 13:37:53	6	3.842	2	1	
1	1200	23-Mar-2007 13:37:59	8	0.958	1	1	
1	1200	23-Mar-2007 13:38:04	6	1.144	2	0	
1	1200	23-Mar-2007 13:38:09	6	1.717	2	1	
1	1200	23-Mar-2007 13:38:14	8	0.529	1	1	
1	1200	23-Mar-2007 13:38:19	4	1.432	1	1	
1	1200	23-Mar-2007 13:38:23	4	0.503	1	0	
1	1200	23-Mar-2007 13:38:27	6	0.567	2	1	
2	600	26-Mar-2007 11:54:32	4	2.809	1	1	
2	600	26-Mar-2007 11:54:37	8	0.609	1	1	
2	600	26-Mar-2007 11:54:41	4	1.101	1	1	
2	600	26-Mar-2007 11:54:45	4	0.550	1	1	
2	600	26-Mar-2007 11:54:49	6	0.454	2	1	
2	600	26-Mar-2007 11:54:53	4	0.459	2	1	
2	600	26-Mar-2007 11:54:58	8	0.361	1	1	
2	600	26-Mar-2007 11:55:02	6	0.402	2	1	
2	600	26-Mar-2007 11:55:07	8	0.304	1	1	
2	600	26-Mar-2007 11:55:11	4	1.283	1	1	
2	600	26-Mar-2007 11:55:16	8	0.305	1	1	
2	600	26-Mar-2007 11:55:20	6	0.296	1	1	
2	600	26-Mar-2007 11:55:25	6	0.336	1	1	
2	600	26-Mar-2007 11:55:29	8	0.339	2	1	
2	600	26-Mar-2007 11:55:33	4	0.229	1	1	
2	600	26-Mar-2007 11:55:37	6	0.505	1	1	
2	600	26-Mar-2007 11:55:42	8	0.300	2	1	
2	600	26-Mar-2007 11:55:46	6	0.520	2	1	
2	600	26-Mar-2007 11:55:51	8	0.328	2	1	
2	600	26-Mar-2007 11:55:55	6	0.737	1	0	
2	600	26-Mar-2007 11:56:00	8	0.306	1	1	
2	600	26-Mar-2007 11:56:04	4	0.352	1	1	
2	600	26-Mar-2007 11:56:08	6	0.263	1	1	
2	600	26-Mar-2007 11:56:12	6	0.414	2	1	
2	600	26-Mar-2007 11:56:17	8	0.262	1	1	
2	600	26-Mar-2007 11:56:22	8	0.296	2	1	
2	600	26-Mar-2007 11:56:26	6	0.266	1	1	
2	600	26-Mar-2007 11:56:30	8	0.421	1	0	
2	600	26-Mar-2007 11:56:35	8	0.407	1	0	
2	600	26-Mar-2007 11:56:40	8	0.242	1	1	
3	900	27-Mar-2007 13:41:03	8	0.313	2	1	
3	900	27-Mar-2007 13:41:07	6	0.290	2	1	
3	900	27-Mar-2007 13:41:12	4	1.703	2	1	
3	900	27-Mar-2007 13:41:17	8	0.060	1	0	
3	900	27-Mar-2007 13:41:20	4	0.258	1	1	
3	900	27-Mar-2007 13:41:25	6	0.636	1	1	
3	900	27-Mar-2007 13:41:28	4	0.231	2	1	
3	900	27-Mar-2007 13:41:32	6	0.117	2	1	
3	900	27-Mar-2007 13:41:36	6	0.170	1	0	
3	900	27-Mar-2007 13:41:40	4	0.217	1	0	
3	900	27-Mar-2007 13:41:44	6	0.181	2	0	
3	900	27-Mar-2007 13:41:48	8	0.214	1	0	
3	900	27-Mar-2007 13:41:53	6	0.276	2	0	
3	900	27-Mar-2007 13:41:57	8	0.174	1	1	
3	900	27-Mar-2007 13:42:02	8	0.169	1	0	
3	900	27-Mar-2007 13:42:06	8	0.359	2	0	
3	900	27-Mar-2007 13:42:10	6	0.149	1	0	
3	900	27-Mar-2007 13:42:15	8	0.164	1	1	
