1	3	19-May-2007 13:55:05	4	2.821	2	1	
1	3	19-May-2007 13:55:11	8	1.303	1	1	
1	3	19-May-2007 13:55:16	4	1.429	2	1	
1	3	19-May-2007 13:55:21	8	0.970	1	1	
1	3	19-May-2007 13:55:25	4	1.054	1	1	
1	3	19-May-2007 13:55:30	6	1.373	1	1	
1	3	19-May-2007 13:55:35	4	1.042	2	1	
1	3	19-May-2007 13:55:40	6	1.360	1	1	
1	3	19-May-2007 13:55:45	8	0.932	2	1	
1	3	19-May-2007 13:55:52	6	2.361	1	0	
1	3	19-May-2007 13:55:56	4	1.047	1	1	
1	3	19-May-2007 13:56:02	6	2.066	2	0	
1	3	19-May-2007 13:56:08	8	1.835	1	1	
1	3	19-May-2007 13:56:15	6	3.307	1	0	
1	3	19-May-2007 13:56:21	8	0.985	1	1	
1	3	19-May-2007 13:56:25	6	0.339	1	1	
1	3	19-May-2007 13:56:29	4	0.705	2	1	
1	3	19-May-2007 13:56:35	6	1.852	1	1	
1	3	19-May-2007 13:56:39	4	0.876	2	1	
1	3	19-May-2007 13:56:43	6	0.169	1	1	
1	3	19-May-2007 13:56:47	4	1.312	1	1	
1	3	19-May-2007 13:56:54	8	1.817	2	1	
1	3	19-May-2007 13:56:59	6	0.980	2	1	
1	3	19-May-2007 13:57:03	8	0.421	1	1	
1	3	19-May-2007 13:57:08	4	0.887	2	1	
1	3	19-May-2007 13:57:13	6	1.265	1	1	
1	3	19-May-2007 13:57:18	8	0.779	2	1	
1	3	19-May-2007 13:57:21	4	0.228	2	1	
1	3	19-May-2007 13:57:25	6	0.189	1	1	
1	3	19-May-2007 13:57:30	8	0.535	2	1	
2	6	19-May-2007 14:19:57	8	2.282	1	0	
2	6	19-May-2007 14:20:03	8	0.817	2	1	
2	6	19-May-2007 14:20:08	8	0.616	1	0	
2	6	19-May-2007 14:20:12	4	0.461	1	1	
2	6	19-May-2007 14:20:16	8	0.373	2	0	
2	6	19-May-2007 14:20:22	8	1.466	1	0	
2	6	19-May-2007 14:20:27	8	0.517	1	0	
2	6	19-May-2007 14:20:31	6	0.518	1	1	
2	6	19-May-2007 14:20:37	8	1.023	2	0	
2	6	19-May-2007 14:20:42	8	0.455	2	0	
2	6	19-May-2007 14:20:47	6	1.279	1	1	
2	6	19-May-2007 14:20:51	4	0.952	1	1	
2	6	19-May-2007 14:20:55	6	0.647	2	1	
2	6	19-May-2007 14:21:00	4	1.253	2	1	
2	6	19-May-2007 14:21:05	6	0.721	1	1	
2	6	19-May-2007 14:21:09	4	0.609	1	0	
2	6	19-May-2007 14:21:13	6	0.365	2	1	
2	6	19-May-2007 14:21:18	8	0.734	2	0	
